,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
1907,1907,apuro,apuro##s,plur,3,artificial,0.0015465092146769,plural,plural,son,s,[MASK] apuro##s [MASK],"[CLS] , [MASK] , apur , ##o , ##s , [MASK] , [SEP]",non_morphemic,6.471755007449583,0.558520338978405,-0.558520338978389
1909,1909,helada,helada,sing,2,default,0.0004750633088406,plural,plural,son,s,[MASK] helada [MASK],"[CLS] , [MASK] , hel , ##ada , [MASK] , [SEP]",non_morphemic,7.6520624810411375,2.605211645570625,-2.6052116455706495
1911,1911,helada,heladas,plur,2,default,0.0029006912373006,plural,plural,son,s,[MASK] heladas [MASK],"[CLS] , [MASK] , hel , ##adas , [MASK] , [SEP]",non_morphemic,5.842806212702516,-2.136993456002423,2.1369934560024557
1913,1913,helada,helada##s,plur,3,artificial,0.0053949547000229,plural,plural,son,s,[MASK] helada##s [MASK],"[CLS] , [MASK] , hel , ##ada , ##s , [MASK] , [SEP]",non_morphemic,5.222291076966617,-2.2652110569143185,2.2652110569143296
1915,1915,centroamericano,centroamericano,sing,2,default,0.0001118198342737,plural,plural,son,s,[MASK] centroamericano [MASK],"[CLS] , [MASK] , centro , ##americano , [MASK] , [SEP]",non_morphemic,9.098621604447231,1.2994279286712151,-1.299427928671757
1917,1917,centroamericano,centroamericanos,plur,2,default,0.0004970097215846,plural,plural,son,s,[MASK] centroamericanos [MASK],"[CLS] , [MASK] , centro , ##americanos , [MASK] , [SEP]",non_morphemic,7.606900971526519,-4.2219610515839605,4.221961051583923
1919,1919,centroamericano,centroamericano##s,plur,3,artificial,0.0011951520573347,plural,plural,son,s,[MASK] centroamericano##s [MASK],"[CLS] , [MASK] , centro , ##americano , ##s , [MASK] , [SEP]",non_morphemic,6.729481857061959,-4.1414165941942205,4.141416594194152
1921,1921,cafetal,cafetal,sing,2,default,0.0016308414051309,plural,plural,son,es,[MASK] cafetal [MASK],"[CLS] , [MASK] , cafe , ##tal , [MASK] , [SEP]",non_morphemic,6.418659197881755,2.6874513738147017,-2.687451373814715
1923,1923,cafetal,cafetales,plur,2,default,0.0164453908801078,plural,plural,son,es,[MASK] cafetales [MASK],"[CLS] , [MASK] , cafe , ##tales , [MASK] , [SEP]",non_morphemic,4.107710030690308,-2.6361574891779185,2.6361574891779957
1925,1925,cafetal,cafetal##es,plur,3,artificial,0.031357929110527,plural,plural,son,es,[MASK] cafetal##es [MASK],"[CLS] , [MASK] , cafe , ##tal , ##es , [MASK] , [SEP]",non_morphemic,3.4622881216967607,-3.328505514517252,3.328505514517296
1927,1927,bombona,bombona,sing,2,default,0.0005809004069305,plural,plural,son,s,[MASK] bombona [MASK],"[CLS] , [MASK] , bomb , ##ona , [MASK] , [SEP]",non_morphemic,7.450931232448568,2.8331245901925,-2.8331245901926585
1929,1929,bombona,bombonas,plur,2,default,0.0098683135583996,plural,plural,son,s,[MASK] bombonas [MASK],"[CLS] , [MASK] , bomb , ##onas , [MASK] , [SEP]",non_morphemic,4.618426305546271,-1.7967138127432651,1.7967138127432853
1931,1931,bombona,bombona##s,plur,3,artificial,0.010594381019473,plural,plural,son,s,[MASK] bombona##s [MASK],"[CLS] , [MASK] , bomb , ##ona , ##s , [MASK] , [SEP]",non_morphemic,4.547431510915358,-2.5147127115403407,2.5147127115404424
1933,1933,renovador,renovador,sing,2,default,0.000348949804902,plural,plural,son,es,[MASK] renovador [MASK],"[CLS] , [MASK] , renovado , ##r , [MASK] , [SEP]",non_morphemic,7.960582471601207,2.142994006685333,-2.1429940066855355
1935,1935,renovador,renovadores,plur,2,default,0.0036785390693694,plural,plural,son,es,[MASK] renovadores [MASK],"[CLS] , [MASK] , renovado , ##res , [MASK] , [SEP]",non_morphemic,5.605239597642666,-2.4904089344600857,2.490408934460172
1937,1937,renovador,renovador##es,plur,3,artificial,0.0068205026909708,plural,plural,son,es,[MASK] renovador##es [MASK],"[CLS] , [MASK] , renovado , ##r , ##es , [MASK] , [SEP]",non_morphemic,4.98782210148959,-2.2695599087051503,2.2695599087051574
1939,1939,finalista,finalista,sing,2,default,0.000109545806481,plural,plural,son,s,[MASK] finalista [MASK],"[CLS] , [MASK] , final , ##ista , [MASK] , [SEP]",non_morphemic,9.119167772153084,3.3703876307917744,-3.3703876307921004
1941,1941,finalista,finalistas,plur,2,default,0.0024926462210714,plural,plural,son,s,[MASK] finalistas [MASK],"[CLS] , [MASK] , final , ##istas , [MASK] , [SEP]",non_morphemic,5.9944103934271125,-2.8700942920327295,2.870094292032829
1943,1943,finalista,finalista##s,plur,3,artificial,0.0037155421450734,plural,plural,son,s,[MASK] finalista##s [MASK],"[CLS] , [MASK] , final , ##ista , ##s , [MASK] , [SEP]",non_morphemic,5.59523067738885,-1.924066584567921,1.9240665845679965
1945,1945,nominalismo,nominalismo,sing,2,default,0.000250259443419,plural,plural,son,s,[MASK] nominalismo [MASK],"[CLS] , [MASK] , nominal , ##ismo , [MASK] , [SEP]",non_morphemic,8.29301240454065,1.493898402980066,-1.4938984029802236
1947,1947,nominalismo,nominalismos,plur,2,default,0.0010143483523279,plural,plural,son,s,[MASK] nominalismos [MASK],"[CLS] , [MASK] , nominal , ##ismos , [MASK] , [SEP]",non_morphemic,6.893508890080711,-1.26779749018871,1.267797490188925
1949,1949,nominalismo,nominalismo##s,plur,3,artificial,0.0020188943017274,plural,plural,son,s,[MASK] nominalismo##s [MASK],"[CLS] , [MASK] , nominal , ##ismo , ##s , [MASK] , [SEP]",non_morphemic,6.205205292816087,-1.7477270039107964,1.7477270039108201
1951,1951,incompatibilidad,incompatibilidad,sing,2,default,0.0004810815153177,plural,plural,son,es,[MASK] incompatibilidad [MASK],"[CLS] , [MASK] , incompati , ##bilidad , [MASK] , [SEP]",non_morphemic,7.639473831701878,0.5921960431058251,-0.5921960431059824
1953,1953,incompatibilidad,incompatibilidades,plur,2,default,0.0013113075401633,plural,plural,son,es,[MASK] incompatibilidades [MASK],"[CLS] , [MASK] , incompati , ##bilidades , [MASK] , [SEP]",non_morphemic,6.636730517299755,-1.2615256114557525,1.2615256114558835
1955,1955,incompatibilidad,incompatibilidad##es,plur,3,artificial,0.0018460932187736,plural,plural,son,es,[MASK] incompatibilidad##es [MASK],"[CLS] , [MASK] , incompati , ##bilidad , ##es , [MASK] , [SEP]",non_morphemic,6.294683646465932,-1.9581394622714274,1.9581394622714547
1957,1957,vítor,vítor,sing,2,default,0.0005541916470974,plural,plural,son,es,[MASK] vítor [MASK],"[CLS] , [MASK] , ví , ##tor , [MASK] , [SEP]",non_morphemic,7.4979999976492175,2.5037869623526605,-2.5037869623527835
1959,1959,vítor,vítores,plur,2,default,0.0012415121309459,plural,plural,son,es,[MASK] vítores [MASK],"[CLS] , [MASK] , ví , ##tores , [MASK] , [SEP]",non_morphemic,6.691425181862888,-1.9147524072341344,1.9147524072346374
1961,1961,vítor,vítor##es,plur,3,artificial,0.011772965081036,plural,plural,son,es,[MASK] vítor##es [MASK],"[CLS] , [MASK] , ví , ##tor , ##es , [MASK] , [SEP]",non_morphemic,4.441949470911363,-1.3642377521043354,1.3642377521043392
1963,1963,oleada,oleada,sing,2,default,0.0005549970082938,plural,plural,son,s,[MASK] oleada [MASK],"[CLS] , [MASK] , ole , ##ada , [MASK] , [SEP]",non_morphemic,7.496547834693869,2.6913999982493353,-2.6913999982494556
1965,1965,oleada,oleadas,plur,2,default,0.0069934097118675,plural,plural,son,s,[MASK] oleadas [MASK],"[CLS] , [MASK] , ole , ##adas , [MASK] , [SEP]",non_morphemic,4.962787043121016,-1.4675636251445052,1.4675636251445217
1967,1967,oleada,oleada##s,plur,3,artificial,0.0075960233807563,plural,plural,son,s,[MASK] oleada##s [MASK],"[CLS] , [MASK] , ole , ##ada , ##s , [MASK] , [SEP]",non_morphemic,4.880130408001503,-1.3616075738550286,1.3616075738550573
1969,1969,altercado,altercado,sing,2,default,0.0004242864379193,plural,plural,son,s,[MASK] altercado [MASK],"[CLS] , [MASK] , alter , ##cado , [MASK] , [SEP]",non_morphemic,7.765101769690443,2.8461627767855324,-2.8461627767856807
1971,1971,altercado,altercados,plur,2,default,0.0047768265940248,plural,plural,son,s,[MASK] altercados [MASK],"[CLS] , [MASK] , alter , ##cados , [MASK] , [SEP]",non_morphemic,5.343978845416371,-2.0518640597074906,2.051864059707605
1973,1973,altercado,altercado##s,plur,3,artificial,0.0053077647462487,plural,plural,son,s,[MASK] altercado##s [MASK],"[CLS] , [MASK] , alter , ##cado , ##s , [MASK] , [SEP]",non_morphemic,5.238584484095584,-1.7379994451804146,1.7379994451804324
1975,1975,albergue,albergue,sing,2,default,0.0005566364270634,plural,plural,son,s,[MASK] albergue [MASK],"[CLS] , [MASK] , alber , ##gue , [MASK] , [SEP]",non_morphemic,7.493598265337539,3.1274986456746072,-3.1274986456747733
1977,1977,albergue,albergues,plur,2,default,0.0084140617400407,plural,plural,son,s,[MASK] albergues [MASK],"[CLS] , [MASK] , alber , ##gues , [MASK] , [SEP]",non_morphemic,4.7778509560655,-1.9751629290780164,1.9751629290780501
1979,1979,albergue,albergue##s,plur,3,artificial,0.006682205479592,plural,plural,son,s,[MASK] albergue##s [MASK],"[CLS] , [MASK] , alber , ##gue , ##s , [MASK] , [SEP]",non_morphemic,5.008307184309354,-1.614644903790306,1.6146449037902948
1981,1981,peaje,peaje,sing,2,default,0.000443658180302,plural,plural,son,s,[MASK] peaje [MASK],"[CLS] , [MASK] , pea , ##je , [MASK] , [SEP]",non_morphemic,7.72045615621433,2.6902265485860335,-2.6902265485860486
1983,1983,peaje,peajes,plur,2,default,0.00830705370754,plural,plural,son,s,[MASK] peajes [MASK],"[CLS] , [MASK] , pea , ##jes , [MASK] , [SEP]",non_morphemic,4.790650280810839,-2.7257328746683527,2.725732874668512
1985,1985,peaje,peaje##s,plur,3,artificial,0.0064251786097884,plural,plural,son,s,[MASK] peaje##s [MASK],"[CLS] , [MASK] , pea , ##je , ##s , [MASK] , [SEP]",non_morphemic,5.0475308493983855,-2.64492123821217,2.6449212382122806
1987,1987,diputada,diputada,sing,2,default,0.0002383649261901,plural,plural,son,s,[MASK] diputada [MASK],"[CLS] , [MASK] , dipu , ##tada , [MASK] , [SEP]",non_morphemic,8.341707755282293,3.5577850725922,-3.557785072592261
1989,1989,diputada,diputadas,plur,2,default,0.0044246478937566,plural,plural,son,s,[MASK] diputadas [MASK],"[CLS] , [MASK] , dipu , ##tadas , [MASK] , [SEP]",non_morphemic,5.420564575720666,-3.0879019921196615,3.087901992119802
1991,1991,diputada,diputada##s,plur,3,artificial,0.0031031905673444,plural,plural,son,s,[MASK] diputada##s [MASK],"[CLS] , [MASK] , dipu , ##tada , ##s , [MASK] , [SEP]",non_morphemic,5.775324481497549,-2.522316912822074,2.52231691282229
1993,1993,remolcador,remolcador,sing,2,default,0.0002118718839483,plural,plural,son,es,[MASK] remolcador [MASK],"[CLS] , [MASK] , remol , ##cador , [MASK] , [SEP]",non_morphemic,8.459528786966223,1.9650735688594265,-1.96507356885955
1995,1995,remolcador,remolcadores,plur,2,default,0.0032518343068659,plural,plural,son,es,[MASK] remolcadores [MASK],"[CLS] , [MASK] , remol , ##cadores , [MASK] , [SEP]",non_morphemic,5.728536039742864,-1.7998757181999014,1.7998757181999965
1997,1997,remolcador,remolcador##es,plur,3,artificial,0.0018835356459021,plural,plural,son,es,[MASK] remolcador##es [MASK],"[CLS] , [MASK] , remol , ##cador , ##es , [MASK] , [SEP]",non_morphemic,6.274604605658377,-1.8568449076241702,1.8568449076241977
1999,1999,mayorista,mayorista,sing,2,default,0.0001535592309664,plural,plural,son,s,[MASK] mayorista [MASK],"[CLS] , [MASK] , mayor , ##ista , [MASK] , [SEP]",non_morphemic,8.781424195876951,2.276632323801463,-2.276632323802058
2001,2001,mayorista,mayoristas,plur,2,default,0.0017509281169623,plural,plural,son,s,[MASK] mayoristas [MASK],"[CLS] , [MASK] , mayor , ##istas , [MASK] , [SEP]",non_morphemic,6.347609279084029,-1.4546380097680514,1.454638009768189
2003,2003,mayorista,mayorista##s,plur,3,artificial,0.001734364661388,plural,plural,son,s,[MASK] mayorista##s [MASK],"[CLS] , [MASK] , mayor , ##ista , ##s , [MASK] , [SEP]",non_morphemic,6.3571141220486975,-1.059284195210335,1.059284195210383
2005,2005,anticuario,anticuario,sing,2,default,0.0001072344894055,plural,plural,son,s,[MASK] anticuario [MASK],"[CLS] , [MASK] , anticu , ##ario , [MASK] , [SEP]",non_morphemic,9.140492631542244,2.8565116864425093,-2.856511686442714
2007,2007,anticuario,anticuarios,plur,2,default,0.0040298365056514,plural,plural,son,s,[MASK] anticuarios [MASK],"[CLS] , [MASK] , anticu , ##arios , [MASK] , [SEP]",non_morphemic,5.514029473163754,-2.108589632490996,2.108589632491017
2009,2009,anticuario,anticuario##s,plur,3,artificial,0.0033402878325432,plural,plural,son,s,[MASK] anticuario##s [MASK],"[CLS] , [MASK] , anticu , ##ario , ##s , [MASK] , [SEP]",non_morphemic,5.701698298298428,-1.4624294471194093,1.4624294471194967
2011,2011,competidora,competidora,sing,2,default,0.0006096411379985,plural,plural,son,s,[MASK] competidora [MASK],"[CLS] , [MASK] , competi , ##dora , [MASK] , [SEP]",non_morphemic,7.402640072275329,3.2277855986642807,-3.227785598664359
2013,2013,competidora,competidoras,plur,2,default,0.0134300645440816,plural,plural,son,s,[MASK] competidoras [MASK],"[CLS] , [MASK] , competi , ##doras , [MASK] , [SEP]",non_morphemic,4.310259462495644,-3.5115923709878025,3.5115923709878927
2015,2015,competidora,competidora##s,plur,3,artificial,0.0221526846289634,plural,plural,son,s,[MASK] competidora##s [MASK],"[CLS] , [MASK] , competi , ##dora , ##s , [MASK] , [SEP]",non_morphemic,3.8097965876248474,-3.541718437646948,3.5417184376470954
2017,2017,emú,emú,sing,2,default,0.0006790525512769,plural,plural,son,s,[MASK] emú [MASK],"[CLS] , [MASK] , em , ##ú , [MASK] , [SEP]",non_morphemic,7.294812038294413,2.2273081784963624,-2.2273081784964766
2019,2019,emú,emús,plur,2,default,0.0048975711688399,plural,plural,son,s,[MASK] emús [MASK],"[CLS] , [MASK] , em , ##ús , [MASK] , [SEP]",non_morphemic,5.319015876583999,0.15842348180480936,-0.15842348180479962
2021,2021,emú,emú##s,plur,3,artificial,0.0059838965535163,plural,plural,son,s,[MASK] emú##s [MASK],"[CLS] , [MASK] , em , ##ú , ##s , [MASK] , [SEP]",non_morphemic,5.118683325639134,-0.36833098419011545,0.3683309841901038
2023,2023,tripulante,tripulante,sing,2,default,0.0001923221279866,plural,plural,son,s,[MASK] tripulante [MASK],"[CLS] , [MASK] , tripul , ##ante , [MASK] , [SEP]",non_morphemic,8.556338841855958,2.227961003851931,-2.227961003852445
2025,2025,tripulante,tripulantes,plur,2,default,0.0020627146586775,plural,plural,son,s,[MASK] tripulantes [MASK],"[CLS] , [MASK] , tripul , ##antes , [MASK] , [SEP]",non_morphemic,6.183732368236483,-2.062569215237235,2.0625692152375685
2027,2027,tripulante,tripulante##s,plur,3,artificial,0.0033814383205026,plural,plural,son,s,[MASK] tripulante##s [MASK],"[CLS] , [MASK] , tripul , ##ante , ##s , [MASK] , [SEP]",non_morphemic,5.689454121392839,-1.726019397177165,1.726019397177279
2029,2029,torpedo,torpedo,sing,2,default,0.0004720705910585,plural,plural,son,s,[MASK] torpedo [MASK],"[CLS] , [MASK] , torpe , ##do , [MASK] , [SEP]",non_morphemic,7.658382026233797,2.6933747493245948,-2.6933747493247666
2031,2031,torpedo,torpedos,plur,2,default,0.0079881362617015,plural,plural,son,s,[MASK] torpedos [MASK],"[CLS] , [MASK] , torpe , ##dos , [MASK] , [SEP]",non_morphemic,4.829797805273911,-1.0653977649893163,1.0653977649893192
2033,2033,torpedo,torpedo##s,plur,3,artificial,0.0060059437528252,plural,plural,son,s,[MASK] torpedo##s [MASK],"[CLS] , [MASK] , torpe , ##do , ##s , [MASK] , [SEP]",non_morphemic,5.115005674628812,-1.1677246531983965,1.1677246531983891
2035,2035,celebridad,celebridad,sing,2,default,0.0007684301817789,plural,plural,son,es,[MASK] celebridad [MASK],"[CLS] , [MASK] , celebr , ##idad , [MASK] , [SEP]",non_morphemic,7.171160849107572,2.2685979833115866,-2.2685979833116607
2037,2037,celebridad,celebridades,plur,2,default,0.0043223546817898,plural,plural,son,es,[MASK] celebridades [MASK],"[CLS] , [MASK] , celebr , ##idades , [MASK] , [SEP]",non_morphemic,5.443954959991076,-4.173352193040816,4.173352193040801
2039,2039,celebridad,celebridad##es,plur,3,artificial,0.0060550048947334,plural,plural,son,es,[MASK] celebridad##es [MASK],"[CLS] , [MASK] , celebr , ##idad , ##es , [MASK] , [SEP]",non_morphemic,5.106870093598642,-4.562583928682745,4.5625839286827405
2041,2041,aprieto,aprieto,sing,2,default,0.000522767251823,plural,plural,son,s,[MASK] aprieto [MASK],"[CLS] , [MASK] , apri , ##eto , [MASK] , [SEP]",non_morphemic,7.556374218147294,3.0304150732120645,-3.0304150732122457
2043,2043,aprieto,aprietos,plur,2,default,0.0106267863884568,plural,plural,son,s,[MASK] aprietos [MASK],"[CLS] , [MASK] , apri , ##etos , [MASK] , [SEP]",non_morphemic,4.544377447625746,-1.255662898355272,1.255662898355276
2045,2045,aprieto,aprieto##s,plur,3,artificial,0.008009573444724,plural,plural,son,s,[MASK] aprieto##s [MASK],"[CLS] , [MASK] , apri , ##eto , ##s , [MASK] , [SEP]",non_morphemic,4.827117772163287,-0.8184299362181662,0.8184299362181593
2047,2047,encuestado,encuestado,sing,2,default,0.0001611675834283,plural,plural,son,s,[MASK] encuestado [MASK],"[CLS] , [MASK] , encuesta , ##do , [MASK] , [SEP]",non_morphemic,8.733065843471925,3.090980988206378,-3.090980988206508
2049,2049,encuestado,encuestados,plur,2,default,0.0017152921063825,plural,plural,son,s,[MASK] encuestados [MASK],"[CLS] , [MASK] , encuesta , ##dos , [MASK] , [SEP]",non_morphemic,6.36817188844648,-1.4685930295101226,1.468593029510134
2051,2051,encuestado,encuestado##s,plur,3,artificial,0.0060902829281985,plural,plural,son,s,[MASK] encuestado##s [MASK],"[CLS] , [MASK] , encuesta , ##do , ##s , [MASK] , [SEP]",non_morphemic,5.101060740507185,-1.741968631489189,1.741968631489256
2053,2053,rodeo,rodeo,sing,2,default,0.000583388202358,plural,plural,son,s,[MASK] rodeo [MASK],"[CLS] , [MASK] , rode , ##o , [MASK] , [SEP]",non_morphemic,7.446657722953093,2.156052140561065,-2.156052140561119
2055,2055,rodeo,rodeos,plur,2,default,0.005078359041363,plural,plural,son,s,[MASK] rodeos [MASK],"[CLS] , [MASK] , rode , ##os , [MASK] , [SEP]",non_morphemic,5.282767092928768,-1.3462872051889212,1.346287205188945
2057,2057,rodeo,rodeo##s,plur,3,artificial,0.0069367992691695,plural,plural,son,s,[MASK] rodeo##s [MASK],"[CLS] , [MASK] , rode , ##o , ##s , [MASK] , [SEP]",non_morphemic,4.970914811256886,-1.0592413221228352,1.059241322122836
2059,2059,taco,taco,sing,2,default,0.0007760606240481,plural,plural,son,s,[MASK] taco [MASK],"[CLS] , [MASK] , tac , ##o , [MASK] , [SEP]",non_morphemic,7.161279917059216,2.1116003575180136,-2.11160035751803
2061,2061,taco,tacos,plur,2,default,0.0078372238203883,plural,plural,son,s,[MASK] tacos [MASK],"[CLS] , [MASK] , tac , ##os , [MASK] , [SEP]",non_morphemic,4.848870611871945,-1.600290725393008,1.600290725393006
2063,2063,taco,taco##s,plur,3,artificial,0.0087823942303657,plural,plural,son,s,[MASK] taco##s [MASK],"[CLS] , [MASK] , tac , ##o , ##s , [MASK] , [SEP]",non_morphemic,4.735006217123029,-1.7262688439284153,1.7262688439284348
2065,2065,tortilla,tortilla,sing,2,default,0.0007814103737473,plural,plural,son,s,[MASK] tortilla [MASK],"[CLS] , [MASK] , tor , ##tilla , [MASK] , [SEP]",non_morphemic,7.154410099583783,2.7018942269842254,-2.701894226984281
2067,2067,tortilla,tortillas,plur,2,default,0.0096905035898089,plural,plural,son,s,[MASK] tortillas [MASK],"[CLS] , [MASK] , tor , ##tillas , [MASK] , [SEP]",non_morphemic,4.6366088843773365,-2.7130025638154285,2.713002563815521
2069,2069,tortilla,tortilla##s,plur,3,artificial,0.0199525468051433,plural,plural,son,s,[MASK] tortilla##s [MASK],"[CLS] , [MASK] , tor , ##tilla , ##s , [MASK] , [SEP]",non_morphemic,3.914398484388351,-3.157567971707701,3.157567971707803
2071,2071,silo,silo,sing,2,default,0.0009587837266735,plural,plural,son,s,[MASK] silo [MASK],"[CLS] , [MASK] , sil , ##o , [MASK] , [SEP]",non_morphemic,6.949845028145522,2.7903594583919116,-2.7903594583919875
2073,2073,silo,silos,plur,2,default,0.0118053508922457,plural,plural,son,s,[MASK] silos [MASK],"[CLS] , [MASK] , sil , ##os , [MASK] , [SEP]",non_morphemic,4.439202384850344,-1.9569645045458595,1.9569645045458626
